"Shape" "TSR_Breadth" "Peak_Count" "Total_Count" "Tag_Ratio" "Midpoint" "Start" "End"
"AT3G60980" "1.7009284652055" "89" "56" "161" "0.347826086956522" "22566724" "22566681" "22566769"
"AT3G60990" "Completely_Peaked" "1" "20" "51" "0.392156862745098" "22571108" "22571108" "22571108"
"AT3G61010" "3.67731851513358" "6" "53" "677" "0.0782865583456425" "22572316" "22572314" "22572319"
"AT3G61050" "16.5391322326965" "73" "1746" "4348" "0.401563937442502" "22597314" "22597300" "22597372"
"AT3G61060" "26.3530833264514" "101" "1598" "4855" "0.329145211122554" "22603020" "22603009" "22603109"
"AT3G61070" "1.310862575639" "216" "5185" "5966" "0.869091518605431" "22606655" "22606570" "22606785"
"AT3G61100" "1" "2" "14" "142" "0.0985915492957746" "22610600" "22610599" "22610600"
"AT3G61110" "4.02316573756213" "35" "4282" "9220" "0.464425162689805" "22611637" "22611616" "22611650"
"AT3G61130" "2.67379054190235" "23" "111" "686" "0.161807580174927" "22622009" "22622001" "22622023"
"AT3G61140" "2.20761798821039" "95" "122" "366" "0.333333333333333" "22626289" "22626260" "22626354"
"AT3G61150" "1" "48" "18" "79" "0.227848101265823" "22632612" "22632589" "22632636"
"AT3G61160" "1.32110785339804" "26" "37" "420" "0.0880952380952381" "22635983" "22635970" "22635995"
"AT3G61180" "26.6156840596658" "40" "967" "2106" "0.459164292497626" "22645574" "22645570" "22645609"
"AT3G61190" "14.6938700523898" "97" "1038" "2955" "0.351269035532995" "22650841" "22650830" "22650926"
"AT3G61198" "2.24766169490873" "25" "30" "356" "0.0842696629213483" "22656561" "22656554" "22656578"
"AT3G61200" "10.0698122643353" "41" "349" "790" "0.441772151898734" "22658321" "22658290" "22658330"
"AT3G61210" "5.38327744454742" "5" "52" "277" "0.187725631768953" "22659869" "22659868" "22659872"
"AT3G61220" "6.42670619833727" "42" "78" "502" "0.155378486055777" "22662998" "22662992" "22663033"
"AT3G61240" "1.58079703379372" "89" "405" "812" "0.498768472906404" "22666214" "22666165" "22666253"
"AT3G61260" "14.8198398145637" "52" "1315" "3888" "0.338220164609054" "22676779" "22676761" "22676812"
"AT3G61270" "1.4057147437971" "54" "326" "986" "0.330628803245436" "22678247" "22678224" "22678277"
"AT3G61280" "4.33619882602654" "4" "54" "280" "0.192857142857143" "22681188" "22681186" "22681189"
"AT3G61300" "2.93345644640915" "6" "22" "190" "0.115789473684211" "22687655" "22687654" "22687659"
"AT3G61320" "2.91171381840665" "86" "156" "393" "0.396946564885496" "22693906" "22693872" "22693957"
"AT3G61350" "1.50000000745058" "2" "9" "109" "0.0825688073394495" "22703955" "22703954" "22703955"
"AT3G61370" "3.36742423960205" "3" "41" "171" "0.239766081871345" "22706289" "22706287" "22706289"
"AT3G61380" "7.61764703252736" "3" "19" "156" "0.121794871794872" "22710986" "22710986" "22710988"
"AT3G61390" "3.30447644417147" "10" "53" "234" "0.226495726495726" "22716354" "22716350" "22716359"
"AT3G61410" "3.4541732029905" "5" "29" "172" "0.168604651162791" "22721151" "22721150" "22721154"
"AT3G61415" "1.67352880292624" "103" "1102" "1447" "0.761575673807878" "22726397" "22726341" "22726443"
"AT3G61420" "2.31942087584011" "79" "1690" "3417" "0.494585894059116" "22731873" "22731841" "22731919"
"AT3G61430" "16.2649418657766" "69" "6930" "19211" "0.360730831294571" "22733592" "22733560" "22733628"
"AT3G61440" "3.9992440173913" "58" "919" "3437" "0.267384346814082" "22735820" "22735810" "22735867"
"AT3G61450" "1.88769235119244" "68" "52" "146" "0.356164383561644" "22738428" "22738400" "22738467"
"AT3G61460" "17.5299801982937" "41" "555" "1559" "0.355997434252726" "22742284" "22742250" "22742290"
"AT3G61470" "1.23614216382072" "205" "70" "323" "0.21671826625387" "22746301" "22746211" "22746415"
"AT3G61480" "1.31296546140935" "10" "28" "170" "0.164705882352941" "22749816" "22749811" "22749820"
"AT3G61490" "2.25092336155013" "3" "23" "261" "0.0881226053639847" "22759045" "22759044" "22759046"
"AT3G61520" "3.83333333333333" "3" "23" "122" "0.188524590163934" "22771197" "22771196" "22771198"
"AT3G61530" "2.15597958367641" "4" "290" "974" "0.297741273100616" "22773088" "22773086" "22773089"
"AT3G61540" "1.91077750071418" "140" "153" "342" "0.447368421052632" "22773463" "22773391" "22773530"
"AT3G61560" "2.03893361428245" "89" "64" "184" "0.347826086956522" "22777851" "22777820" "22777908"
"AT3G61570" "2.12340070483729" "51" "71" "198" "0.358585858585859" "22783824" "22783805" "22783855"
"AT3G61580" "4.0834609222187" "79" "341" "1600" "0.213125" "22786061" "22786019" "22786097"
"AT3G61590" "2.90864908092642" "6" "15" "96" "0.15625" "22794202" "22794201" "22794206"
"AT3G61600" "14.5832203885979" "70" "428" "1319" "0.324488248673237" "22795589" "22795579" "22795648"
"AT3G61610" "1.00123028243643" "39" "18" "62" "0.290322580645161" "22798970" "22798951" "22798989"
"AT3G61620" "1.93620631643802" "78" "390" "491" "0.794297352342159" "22803090" "22803060" "22803137"
"AT3G61630" "25.0384615098055" "2" "54" "382" "0.141361256544503" "22805180" "22805179" "22805180"
"AT3G61640" "2.96086846795373" "35" "356" "802" "0.443890274314214" "22810731" "22810716" "22810750"
"AT3G61650" "3.43809524263654" "6" "26" "246" "0.105691056910569" "22815123" "22815122" "22815127"
"AT3G61670" "4.07650058632495" "94" "422" "554" "0.76173285198556" "22818602" "22818563" "22818656"
"AT3G61680" "2.74829438049711" "4" "12" "162" "0.0740740740740741" "22826885" "22826884" "22826887"
"AT3G61690" "2.66329461674234" "22" "289" "952" "0.303571428571429" "22827887" "22827880" "22827901"
"AT3G61710" "5.96477366769893" "32" "468" "1112" "0.420863309352518" "22842428" "22842408" "22842439"
"AT3G61740" "Completely_Peaked" "1" "38" "117" "0.324786324786325" "22856974" "22856974" "22856974"
"AT3G61750" "2.11363636126572" "4" "15" "108" "0.138888888888889" "22859295" "22859293" "22859296"
"AT3G61760" "1.78002999433251" "4" "119" "357" "0.333333333333333" "22864186" "22864184" "22864187"
"AT3G61770" "1.05189209824868" "6" "24" "72" "0.333333333333333" "22864555" "22864552" "22864557"
"AT3G61780" "4.68" "7" "16" "134" "0.119402985074627" "22871493" "22871489" "22871495"
"AT3G61790" "4.45555590866953" "58" "89" "620" "0.143548387096774" "22873450" "22873440" "22873497"
"AT3G61800" "1.63819168163322" "28" "50" "242" "0.206611570247934" "22876872" "22876859" "22876886"
"AT3G61820" "12.3664450629326" "25" "307" "972" "0.315843621399177" "22881540" "22881521" "22881545"
"AT3G61830" "1.55555555555556" "4" "12" "144" "0.0833333333333333" "22888159" "22888157" "22888160"
"AT3G61850" "1.9277065815428" "85" "118" "989" "0.119312436804853" "22896446" "22896400" "22896484"
"AT3G61860" "20.1706197195444" "30" "1832" "4148" "0.441658630665381" "22902335" "22902319" "22902348"
"AT3G61870" "2.42258064263771" "3" "41" "166" "0.246987951807229" "22902638" "22902636" "22902638"
"AT3G61890" "27.7547916347375" "30" "101" "383" "0.263707571801567" "22915020" "22915010" "22915039"
"AT3G61900" "3.59980599981441" "7" "143" "358" "0.399441340782123" "22926206" "22926202" "22926208"
"AT3G61930" "2.78846061957014" "6" "80" "286" "0.27972027972028" "22935511" "22935508" "22935513"
"AT3G61960" "2.12647462627923" "7" "54" "475" "0.113684210526316" "22945153" "22945151" "22945157"
"AT3G61980" "1.40909067598655" "18" "87" "774" "0.112403100775194" "22956803" "22956793" "22956810"
"AT3G61990" "5.05075510079431" "17" "240" "1020" "0.235294117647059" "22958931" "22958924" "22958940"
"AT3G62000" "1.13996105334964" "21" "17" "83" "0.204819277108434" "22961202" "22961194" "22961214"
"AT3G62010" "2.15313630213924" "3" "124" "2080" "0.0596153846153846" "22965937" "22965936" "22965938"
"AT3G62020" "2.84730235961793" "90" "740" "1913" "0.386826973340303" "22971937" "22971892" "22971981"
"AT3G62030" "3.8173912950184" "4" "28" "238" "0.117647058823529" "22973645" "22973644" "22973647"
"AT3G62040" "14.366339786184" "68" "605" "2231" "0.271178843567907" "22976603" "22976545" "22976612"
"AT3G62050" "1.97787991956334" "7" "24" "144" "0.166666666666667" "22978235" "22978232" "22978238"
"AT3G62060" "4.52083330911895" "2" "19" "101" "0.188118811881188" "22980036" "22980035" "22980036"
"AT3G62070" "4.37102368383213" "3" "44" "198" "0.222222222222222" "22984575" "22984573" "22984575"
"AT3G62080" "Completely_Peaked" "1" "42" "322" "0.130434782608696" "22986254" "22986254" "22986254"
"AT3G62090" "Completely_Peaked" "1" "12" "138" "0.0869565217391304" "22990731" "22990731" "22990731"
"AT3G62110" "1.94187661178338" "25" "12" "150" "0.08" "22997876" "22997865" "22997889"
"AT3G62120" "6.37420650044956" "59" "1119" "3032" "0.369063324538259" "23004252" "23004221" "23004279"
"AT3G62130" "3.32167890582157" "74" "147" "427" "0.344262295081967" "23004931" "23004879" "23004952"
"AT3G62140" "3.75179881296866" "44" "78" "347" "0.22478386167147" "23007229" "23007211" "23007254"
"AT3G62150" "4.19999997615814" "2" "18" "134" "0.134328358208955" "23010861" "23010860" "23010861"
"AT3G62160" "2.74785994651002" "10" "110" "254" "0.433070866141732" "23015861" "23015857" "23015866"
"AT3G62190" "10.8680410825269" "40" "603" "1472" "0.409646739130435" "23021123" "23021110" "23021149"
"AT3G62200" "2.85698224748698" "4" "31" "114" "0.271929824561404" "23025744" "23025742" "23025745"
"AT3G62220" "16.55714276582" "2" "37" "248" "0.149193548387097" "23031150" "23031149" "23031150"
"AT3G62240" "4.31469050945236" "35" "65" "730" "0.089041095890411" "23036789" "23036765" "23036799"
"AT3G62250" "9.30740136733562" "46" "694" "2910" "0.238487972508591" "23037232" "23037216" "23037261"
"AT3G62260" "11.1936799265518" "4" "118" "602" "0.196013289036545" "23040532" "23040532" "23040535"
"AT3G62270" "4.66442813422258" "8" "345" "1860" "0.185483870967742" "23046026" "23046023" "23046030"
"AT3G62280" "1.375" "3" "44" "166" "0.265060240963855" "23050399" "23050398" "23050400"
"AT3G62290" "35.0178184879523" "22" "22061" "56551" "0.390108044066418" "23051653" "23051636" "23051657"
"AT3G62300" "2.98351647853851" "6" "33" "275" "0.12" "23054167" "23054163" "23054168"
"AT3G62310" "8.58025429678249" "30" "206" "940" "0.219148936170213" "23060669" "23060660" "23060689"
"AT3G62330" "3.33161125147401" "17" "45" "293" "0.15358361774744" "23065724" "23065714" "23065730"
"AT3G62360" "5.50633411228266" "138" "736" "2726" "0.269992663242847" "23080553" "23080471" "23080608"
"AT3G62370" "2.47727782350863" "41" "81" "338" "0.239644970414201" "23080760" "23080737" "23080777"
"AT3G62390" "1.61780428349521" "26" "26" "310" "0.0838709677419355" "23087515" "23087500" "23087525"
"AT3G62400" "8.16250354978864" "148" "2766" "5729" "0.482806772560656" "23089656" "23089620" "23089767"
"AT3G62410" "6.96099285580588" "2" "53" "162" "0.327160493827161" "23090949" "23090948" "23090949"
"AT3G62422" "3.51418628482164" "10" "571" "1702" "0.335487661574618" "23092806" "23092803" "23092812"
"AT3G62450" "5.21244991517865" "8" "414" "1437" "0.288100208768267" "23098030" "23098025" "23098032"
"AT3G62460" "4.12371793442703" "8" "285" "646" "0.441176470588235" "23105075" "23105072" "23105079"
"AT3G62470" "1.23384859202355" "4" "14" "64" "0.21875" "23108423" "23108421" "23108424"
"AT3G62499" "Completely_Peaked" "1" "10" "60" "0.166666666666667" "23119967" "23119967" "23119967"
"AT3G62530" "1.56099875558572" "202" "327" "748" "0.43716577540107" "23132291" "23132180" "23132381"
"AT3G62560" "1.81225190370952" "58" "331" "793" "0.417402269861286" "23137497" "23137480" "23137537"
"AT3G62570" "1.24475999023181" "8" "76" "220" "0.345454545454545" "23142533" "23142530" "23142537"
"AT3G62580" "2.18741002588505" "149" "965" "1755" "0.54985754985755" "23146914" "23146835" "23146983"
"AT3G62590" "2.78178043374576" "4" "16" "164" "0.0975609756097561" "23150183" "23150182" "23150185"
"AT3G62600" "3.10914043679468" "71" "303" "1432" "0.21159217877095" "23153481" "23153460" "23153530"
"AT3G62620" "3.15658108825338" "10" "121" "336" "0.360119047619048" "23159813" "23159808" "23159817"
"AT3G62630" "10.8311812082508" "7" "151" "628" "0.240445859872611" "23164947" "23164943" "23164949"
"AT3G62650" "1.94224529471996" "151" "646" "1873" "0.344901227976508" "23168557" "23168480" "23168630"
"AT3G62660" "3.30942758148027" "10" "26" "470" "0.0553191489361702" "23173536" "23173531" "23173540"
"AT3G62680" "11.8051615869374" "10" "2880" "9912" "0.290556900726392" "23182707" "23182702" "23182711"
"AT3G62690" "3.74009594784017" "9" "103" "253" "0.407114624505929" "23186716" "23186710" "23186718"
"AT3G62700" "3.41395243485169" "194" "1820" "4242" "0.429042904290429" "23195754" "23195680" "23195873"
"AT3G62720" "1.61161722599808" "49" "40" "640" "0.0625" "23202331" "23202310" "23202358"
"AT3G62740" "Completely_Peaked" "1" "12" "69" "0.173913043478261" "23213075" "23213075" "23213075"
"AT3G62750" "1.0001403683065" "83" "46" "61" "0.754098360655738" "23214423" "23214382" "23214464"
"AT3G62760" "1.57619046604349" "2" "31" "66" "0.46969696969697" "23217763" "23217762" "23217763"
"AT3G62770" "2.96779067961967" "119" "474" "1465" "0.323549488054607" "23221183" "23221109" "23221227"
"AT3G62790" "1.66065461846326" "102" "670" "1062" "0.630885122410546" "23224261" "23224212" "23224313"
"AT3G62800" "3.38793965876425" "45" "87" "262" "0.33206106870229" "23227521" "23227505" "23227549"
"AT3G62810" "3.91137369054172" "73" "591" "1304" "0.453220858895706" "23227714" "23227675" "23227747"
"AT3G62830" "5.6845327058525" "8" "334" "1842" "0.181324647122693" "23232386" "23232383" "23232390"
"AT3G62840" "2.08538114338862" "66" "608" "1260" "0.482539682539683" "23236794" "23236757" "23236822"
"AT3G62860" "6.87259660216214" "80" "439" "1027" "0.427458617332035" "23242198" "23242161" "23242240"
"AT3G62870" "10.3778138687222" "45" "4227" "9488" "0.445510118043845" "23244320" "23244295" "23244339"
"AT3G62880" "4.61394558874827" "4" "22" "188" "0.117021276595745" "23244857" "23244856" "23244859"
"AT3G62900" "2.03274573913435" "4" "94" "854" "0.110070257611241" "23254948" "23254946" "23254949"
"AT3G62910" "8.77011494252874" "3" "32" "110" "0.290909090909091" "23260413" "23260411" "23260413"
"AT3G62920" "2.00520319754096" "3" "34" "154" "0.220779220779221" "23260693" "23260692" "23260694"
"AT3G62930" "2.63185843680413" "4" "50" "112" "0.446428571428571" "23261930" "23261928" "23261931"
"AT3G62940" "1.5" "27" "6" "189" "0.0317460317460317" "23264697" "23264684" "23264710"
"AT3G62970" "4.86697927511203" "33" "207" "560" "0.369642857142857" "23270654" "23270631" "23270663"
"AT3G62980" "1.14726814918913" "40" "48" "1280" "0.0375" "23273518" "23273500" "23273539"
"AT3G63000" "2.37775345433561" "23" "21" "354" "0.0593220338983051" "23284028" "23284014" "23284036"
"AT3G63010" "2.31545315396439" "78" "155" "685" "0.226277372262774" "23289567" "23289537" "23289614"
"AT3G63030" "1.81251358150673" "59" "156" "420" "0.371428571428571" "23295383" "23295350" "23295408"
"AT3G63070" "2.97630945071332" "101" "353" "934" "0.377944325481799" "23305714" "23305636" "23305736"
"AT3G63080" "2.85612513997015" "169" "577" "1120" "0.515178571428571" "23310117" "23310030" "23310198"
"AT3G63090" "2.25905269107579" "9" "28" "158" "0.177215189873418" "23313957" "23313952" "23313960"
"AT3G63110" "Completely_Peaked" "1" "12" "100" "0.12" "23318141" "23318141" "23318141"
"AT3G63120" "3.80544778199334" "76" "135" "1128" "0.11968085106383" "23323832" "23323815" "23323890"
"AT3G63130" "4.17895467239005" "7" "28" "340" "0.0823529411764706" "23324625" "23324620" "23324626"
"AT3G63150" "1.38984790612888" "47" "320" "801" "0.399500624219725" "23332750" "23332726" "23332772"
"AT3G63170" "1.93013024475036" "151" "1616" "1830" "0.883060109289618" "23334662" "23334560" "23334710"
"AT3G63180" "1.60933330108518" "63" "43" "546" "0.0787545787545788" "23337117" "23337090" "23337152"
"AT3G63190" "5.40695790712592" "45" "72" "401" "0.179551122194514" "23344718" "23344701" "23344745"
"AT3G63200" "30.7140625851332" "121" "1936" "4939" "0.391982182628062" "23346023" "23345970" "23346090"
"AT3G63210" "2.79210939474094" "384" "3914" "6362" "0.615215341087708" "23354986" "23354777" "23355160"
"AT3G63220" "3.09209074068655" "20" "160" "442" "0.361990950226244" "23359193" "23359179" "23359198"
"AT3G63240" "6.14285714285714" "2" "8" "143" "0.0559440559440559" "23364390" "23364389" "23364390"
"AT3G63250" "4.83604796755127" "78" "447" "924" "0.483766233766234" "23372652" "23372600" "23372677"
"AT3G63260" "5.93191239710083" "67" "331" "1156" "0.286332179930796" "23374946" "23374890" "23374956"
"AT3G63270" "8.49859091062112" "6" "40" "328" "0.121951219512195" "23377437" "23377434" "23377439"
"AT3G63280" "5.9361655372357" "67" "123" "530" "0.232075471698113" "23378572" "23378550" "23378616"
"AT3G63290" "6.51935720586315" "5" "60" "229" "0.262008733624454" "23381662" "23381661" "23381665"
"AT3G63300" "74.0133333039284" "3" "76" "224" "0.339285714285714" "23384988" "23384986" "23384988"
"AT3G63310" "3.43898470417242" "165" "5736" "10474" "0.547641779644835" "23388962" "23388861" "23389025"
"AT3G63340" "3.01033509262456" "67" "94" "439" "0.214123006833713" "23398361" "23398343" "23398409"
"AT3G63370" "1.00000400230787" "481" "30" "82" "0.365853658536585" "23404472" "23404232" "23404712"
"AT3G63360" "2.49361042981848" "6" "28" "54" "0.518518518518518" "23401317" "23401314" "23401319"
"AT3G63380" "2.34322820037106" "3" "24" "155" "0.154838709677419" "23408068" "23408067" "23408069"
"AT3G63400" "1.18588326455062" "10" "40" "584" "0.0684931506849315" "23414124" "23414121" "23414130"
"AT3G63390" "7.2700301740051" "74" "77" "134" "0.574626865671642" "23411917" "23411896" "23411969"
"AT3G63410" "3.50464868589237" "8" "136" "782" "0.173913043478261" "23416930" "23416925" "23416932"
"AT3G63420" "2.60579323687923" "99" "669" "1320" "0.506818181818182" "23417322" "23417279" "23417377"
"AT3G63430" "17.0627124157708" "35" "160" "423" "0.378250591016548" "23420386" "23420363" "23420397"
"AT3G63445" "2.29743356410205" "5" "10" "52" "0.192307692307692" "23426337" "23426335" "23426339"
"AT3G63450" "2.73391188862491" "30" "15" "108" "0.138888888888889" "23429140" "23429121" "23429150"
"AT3G63460" "2.0431612770342" "79" "898" "1782" "0.503928170594837" "23437310" "23437270" "23437348"
"AT3G63470" "1.42369127277517" "86" "140" "340" "0.411764705882353" "23438497" "23438452" "23438537"
"AT3G63490" "2.22576677725434" "35" "37" "460" "0.0804347826086956" "23444318" "23444300" "23444334"
"AT3G63500" "8.05896094882518" "72" "153" "822" "0.186131386861314" "23450196" "23450177" "23450248"
"AT3G63510" "1.00127741016417" "35" "16" "233" "0.0686695278969957" "23452222" "23452205" "23452239"
"AT3G63520" "9.28251325815571" "68" "874" "2245" "0.389309576837416" "23452930" "23452911" "23452978"
"AT3G63530" "5.65019773814184" "40" "56" "236" "0.23728813559322" "23458397" "23458381" "23458420"
"AT4G00020" "4.52083333333071" "4" "19" "93" "0.204301075268817" "10459" "10456" "10459"
"AT4G00026" "2.65128041069272" "18" "201" "641" "0.313572542901716" "13354" "13346" "13363"
"AT4G00030" "3.22554804494004" "36" "693" "1402" "0.494293865905849" "13549" "13531" "13566"
"AT4G00040" "Completely_Peaked" "1" "20" "168" "0.119047619047619" "14645" "14645" "14645"
"AT4G00060" "2.60303703301515" "53" "152" "628" "0.24203821656051" "21426" "21410" "21462"
"AT4G00070" "1.65848059459607" "6" "12" "80" "0.15" "30958" "30954" "30959"
"AT4G00080" "12.7847610396254" "34" "656" "1506" "0.435590969455511" "32892" "32883" "32916"
"AT4G00090" "2.44565438461702" "79" "215" "496" "0.433467741935484" "34144" "34102" "34180"
"AT4G00100" "5.09493669190372" "213" "1864" "6802" "0.27403704792708" "37789" "37665" "37877"
"AT4G00110" "2.74105883018665" "59" "76" "654" "0.116207951070336" "39841" "39805" "39863"
"AT4G00150" "3.20848871015912" "10" "107" "769" "0.139141742522757" "59187" "59181" "59190"
"AT4G00170" "3.77869723569099" "75" "186" "446" "0.417040358744395" "72183" "72153" "72227"
"AT4G00200" "2.19854087769597" "5" "21" "182" "0.115384615384615" "84096" "84094" "84098"
"AT4G00210" "5.10354273192542" "4" "25" "92" "0.271739130434783" "86779" "86777" "86780"
"AT4G00230" "1.84354591824579" "5" "42" "550" "0.0763636363636364" "95457" "95455" "95459"
"AT4G00231" "4.24411749852241" "7" "54" "270" "0.2" "97500" "97495" "97501"
"AT4G00238" "2.11175150820261" "28" "28" "206" "0.135922330097087" "104794" "104780" "104807"
"AT4G00240" "2.54881656804088" "3" "11" "243" "0.0452674897119342" "108337" "108336" "108338"
"AT4G00270" "1.28287898195677" "4" "23" "364" "0.0631868131868132" "117848" "117847" "117850"
"AT4G00290" "2.28705304469444" "28" "60" "178" "0.337078651685393" "125566" "125558" "125585"
"AT4G00300" "2.78320639629263" "7" "81" "686" "0.118075801749271" "129468" "129464" "129470"
"AT4G00310" "1.65455382144276" "621" "41" "66" "0.621212121212121" "134998" "134672" "135292"
"AT4G00330" "2.29069782376757" "110" "403" "1044" "0.386015325670498" "144497" "144420" "144529"
"AT4G00335" "3.97167474900342" "45" "280" "859" "0.325960419091967" "145955" "145939" "145983"
"AT4G00340" "2.61233118709055" "80" "47" "376" "0.125" "148828" "148790" "148869"
"AT4G00355" "1.75473750233747" "29" "26" "1360" "0.0191176470588235" "155575" "155562" "155590"
"AT4G00360" "2.09769714412718" "36" "82" "1052" "0.0779467680608365" "162250" "162227" "162262"
"AT4G00370" "1.82025912695771" "85" "125" "607" "0.205930807248764" "166331" "166306" "166390"
"AT4G00400" "3.70034512396694" "16" "16" "264" "0.0606060606060606" "174598" "174587" "174602"
"AT4G00420" "Completely_Peaked" "1" "12" "131" "0.0916030534351145" "184333" "184333" "184333"
"AT4G00430" "3.25471281103212" "150" "2282" "3432" "0.664918414918415" "187580" "187483" "187632"
"AT4G00440" "5.26088189601301" "110" "3517" "4564" "0.770595968448729" "194219" "194131" "194240"
"AT4G00450" "1.05000000001164" "2" "18" "606" "0.0297029702970297" "209183" "209183" "209184"
"AT4G00460" "3.06836841645594" "3" "37" "148" "0.25" "212896" "212895" "212897"
"AT4G00480" "1" "166" "26" "59" "0.440677966101695" "217574" "217492" "217657"
"AT4G00490" "2.03713428784973" "7" "89" "228" "0.390350877192982" "222973" "222970" "222976"
"AT4G00500" "1.40360148195331" "186" "41" "152" "0.269736842105263" "226803" "226724" "226909"
"AT4G00520" "2.8828314095999" "26" "54" "190" "0.284210526315789" "227695" "227679" "227704"
"AT4G00525" "4.61451705131649" "18" "25" "74" "0.337837837837838" "231777" "231774" "231791"
"AT4G00530" "1.68981703955429" "6" "37" "173" "0.213872832369942" "233086" "233083" "233088"
"AT4G00550" "2.33333333333333" "3" "16" "366" "0.0437158469945355" "238020" "238020" "238022"
"AT4G00560" "2.23146969508485" "5" "144" "506" "0.284584980237154" "242113" "242111" "242115"
"AT4G00570" "4.92614564702884" "11" "656" "2705" "0.242513863216266" "246736" "246732" "246742"
"AT4G00585" "5.90055117891118" "52" "585" "1659" "0.352622061482821" "252533" "252508" "252559"
"AT4G00590" "2.30216703189676" "4" "20" "144" "0.138888888888889" "253299" "253297" "253300"
"AT4G00620" "Completely_Peaked" "1" "10" "102" "0.0980392156862745" "260959" "260959" "260959"
"AT4G00630" "5.81563741302062" "143" "187" "557" "0.33572710951526" "267996" "267947" "268089"
"AT4G00650" "4.61278195523996" "2" "45" "228" "0.197368421052632" "270972" "270971" "270972"
"AT4G00660" "3.07142576954224" "47" "208" "1225" "0.169795918367347" "274272" "274255" "274301"
"AT4G00670" "4.64001759317759" "10" "540" "1236" "0.436893203883495" "279207" "279201" "279210"
"AT4G00680" "2.8651293816811" "124" "656" "1072" "0.611940298507463" "280708" "280667" "280790"
"AT4G00700" "1.29432938372469" "44" "44" "967" "0.0455015511892451" "286070" "286051" "286094"
"AT4G00710" "2.43514481932336" "86" "150" "1048" "0.143129770992366" "290447" "290408" "290493"
"AT4G00720" "2.36240672387723" "198" "291" "2361" "0.123252858958069" "294069" "293982" "294179"
"AT4G00730" "1.46324851007473" "19" "24" "138" "0.173913043478261" "304458" "304448" "304466"
"AT4G00740" "3.24903333450541" "110" "284" "1569" "0.181007010834927" "310335" "310285" "310394"
"AT4G00750" "1.42422359161755" "5" "29" "84" "0.345238095238095" "314324" "314322" "314326"
"AT4G00752" "2.54691839159317" "53" "71" "342" "0.207602339181287" "320868" "320844" "320896"
"AT4G00755" "1.85022114168454" "44" "63" "384" "0.1640625" "325021" "324992" "325035"
"AT4G00760" "4.20000000018626" "3" "24" "192" "0.125" "333562" "333562" "333564"
"AT4G00780" "3.86344897150847" "6" "51" "108" "0.472222222222222" "334734" "334731" "334736"
"AT4G00800" "4.36950778581688" "67" "294" "992" "0.296370967741935" "345676" "345628" "345694"
"AT4G00810" "17.1371488024415" "30" "3650" "7700" "0.474025974025974" "347193" "347183" "347212"
"AT4G00820" "2.49730722821752" "20" "35" "308" "0.113636363636364" "349708" "349702" "349721"
"AT4G00830" "4.40574839299585" "10" "799" "2581" "0.309569934134057" "355109" "355104" "355113"
"AT4G00840" "2.01110985346457" "70" "310" "664" "0.466867469879518" "357237" "357211" "357280"
"AT4G00850" "1.41830065374086" "2" "26" "100" "0.26" "357725" "357724" "357725"
"AT4G00860" "2.63295735173623" "111" "2079" "3993" "0.520661157024793" "360447" "360390" "360500"
"AT4G00880" "5.43521877507553" "33" "300" "738" "0.40650406504065" "367273" "367251" "367283"
"AT4G00895" "1.66350661022833" "83" "459" "920" "0.498913043478261" "381832" "381790" "381872"
"AT4G00900" "1.71728783916083" "29" "26" "394" "0.065989847715736" "386643" "386624" "386652"
"AT4G00910" "7.64033128760468" "23" "256" "737" "0.347354138398914" "391381" "391370" "391392"
"AT4G00930" "Completely_Peaked" "1" "15" "120" "0.125" "397205" "397205" "397205"
"AT4G00940" "2.27567634405266" "68" "69" "226" "0.305309734513274" "404122" "404077" "404144"
"AT4G00955" "1.13253290714601" "33" "19" "170" "0.111764705882353" "412747" "412728" "412760"
"AT4G00975" "2.04166666659391" "3" "33" "122" "0.270491803278689" "421984" "421983" "421985"
"AT4G00980" "1" "19" "20" "51" "0.392156862745098" "423166" "423157" "423175"
"AT4G00990" "2.3767228343744" "3" "42" "592" "0.0709459459459459" "430122" "430121" "430123"
"AT4G01000" "5.64842000465067" "78" "673" "1922" "0.350156087408949" "433796" "433775" "433852"
"AT4G01020" "4.98832544267551" "5" "37" "209" "0.177033492822967" "439020" "439017" "439021"
"AT4G01037" "14.0666666666667" "2" "16" "96" "0.166666666666667" "452055" "452054" "452055"
"AT4G01040" "3.81603143402401" "53" "225" "488" "0.461065573770492" "453377" "453360" "453412"
"AT4G01050" "2.35736396006816" "4" "29" "228" "0.12719298245614" "457721" "457720" "457723"
"AT4G01060" "1.91820294823612" "6" "32" "90" "0.355555555555556" "460464" "460460" "460465"
"AT4G01070" "1.92055794617838" "154" "314" "1292" "0.243034055727554" "463316" "463250" "463403"
"AT4G01090" "2.0269542426686" "41" "88" "690" "0.127536231884058" "473708" "473688" "473728"
"AT4G01100" "10.9174480862735" "14" "1610" "5703" "0.282307557425916" "477156" "477146" "477159"
"AT4G01110" "1.70155562906103" "52" "77" "236" "0.326271186440678" "481134" "481111" "481162"
"AT4G01120" "94.5061738868846" "131" "207" "1382" "0.149782923299566" "482922" "482918" "483048"
"AT4G01140" "6.46969696983102" "4" "25" "223" "0.112107623318386" "492010" "492007" "492010"
"AT4G01150" "3.14241018718868" "20" "486" "1568" "0.309948979591837" "493640" "493634" "493653"
